model,suite_id,ok,score,elapsed_s,cost_usd,input_tokens,output_tokens,total_tokens
claude-sonnet-4,price_manipulation,True,1.0,24.544533014297485,0.025977,184,1695,1879
gemini-2.0-flash,api_rate_limiting,False,0.0,0.09804606437683105,,0,0,0
deepseek-chat,api_rate_limiting,True,1.0,8.282400846481323,5.572e-05,142,128,0
deepseek-reasoner,price_manipulation,True,0.25,33.247604846954346,0.00171241,151,744,0
gpt-5,api_rate_limiting,True,0.8,15.24384093284607,0.008721,152,551,703
claude-opus-4,api_rate_limiting,True,0.8,17.91092610359192,0.08797500000000001,160,1141,1301
deepseek-reasoner,api_rate_limiting,True,0.6,15.98823094367981,0.0006912999999999999,142,280,0
gemini-2.0-flash-lite,api_rate_limiting,False,0.0,0.0942988395690918,,0,0,0
grok-3,api_rate_limiting,True,0.8,19.16939902305603,0.011913,131,768,0
grok-4,api_rate_limiting,True,0.8,20.799203872680664,0.007713,806,353,0
deepseek-chat,api_rate_limiting,True,1.0,9.619019985198975,5.824000000000001e-05,142,137,0
gpt-5-mini,api_rate_limiting,True,0.85,8.862902879714966,0.0021190000000000002,131,497,628
gemini-2.5-flash,owasp_top3,False,0.0,0.0881650447845459,,0,0,0
gemini-2.5-flash-lite,api_rate_limiting,True,1.0,5.558957099914551,0.00034927499999999997,142,2293,2435
gpt-4o,api_rate_limiting,True,0.6,17.148771047592163,0.0076500000000000005,132,732,864
grok-code-fast-1,api_rate_limiting,True,0.6,5.787078142166138,0.00044750000000000004,325,255,0
gpt-5,owasp_top3,True,1.0,4.274044990539551,0.005948999999999999,48,387,435
gpt-4o-mini,api_rate_limiting,True,1.0,11.739207744598389,0.0004890000000000001,132,782,914
gpt-4o,owasp_top3,True,1.0,1.8544409275054932,0.0011025,49,98,147
gemini-2.0-flash,owasp_top3,False,0.0,0.09001016616821289,,0,0,0
claude-sonnet-4,api_rate_limiting,True,1.0,20.15885305404663,0.01974,160,1284,1444
grok-3,owasp_top3,True,1.0,5.169188737869263,0.0017909999999999998,57,108,0
grok-3,owasp_top3,True,1.0,2.107754945755005,0.0017909999999999998,57,108,0
claude-sonnet-4,owasp_top3,True,1.0,2.4252450466156006,0.001836,52,112,164
gemini-2.5-flash-lite,owasp_top3,True,1.0,0.7083990573883057,1.1025e-05,46,62,109
gemini-2.0-flash-lite,owasp_top3,False,0.0,0.0868082046508789,,0,0,0
grok-3-mini,api_rate_limiting,True,0.0,12.522693872451782,5.71e-05,132,35,0
gpt-4o-mini,owasp_top3,True,1.0,2.756119728088379,6.615e-05,49,98,147
deepseek-chat,owasp_top3,True,1.0,7.267452955245972,3.262e-05,51,91,0
gpt-5-mini,owasp_top3,True,1.0,5.7605109214782715,0.000828,48,195,243
gemini-2.5-flash,owasp_top10_complete,False,0.0,0.0810396671295166,,0,0,0
deepseek-chat,owasp_top3,True,1.0,7.971927881240845,3.262e-05,51,91,0
grok-3,api_rate_limiting,True,0.8,26.134528636932373,0.011913,131,768,0
grok-4,owasp_top3,True,0.75,15.985482931137085,0.003696,732,100,0
grok-code-fast-1,owasp_top3,True,0.0,8.459806203842163,5.02e-05,251,0,0
gpt-5,owasp_top10_complete,True,0.0,7.6501758098602295,0.007124999999999999,45,466,511
grok-3-mini,owasp_top3,True,0.75,12.84493374824524,8.290000000000001e-05,58,131,0
gemini-2.0-flash,owasp_top10_complete,False,0.0,0.07926607131958008,,0,0,0
claude-opus-4,owasp_top10_complete,True,1.0,12.597287893295288,0.063345,48,835,883
gpt-4o,owasp_top10_complete,True,0.0,11.770217895507812,0.007245,46,713,759
grok-4,owasp_top10_complete,True,0.9,17.04762291908264,0.012731999999999999,729,703,0
claude-sonnet-4,owasp_top10_complete,True,1.0,13.000229835510254,0.012309,48,811,859
gemini-2.5-flash-lite,owasp_top10_complete,True,1.0,2.654531240463257,0.00013503749999999997,53,887,941
gemini-2.0-flash-lite,owasp_top10_complete,False,0.0,0.09183621406555176,,0,0,0
grok-3,owasp_top10_complete,True,1.0,13.672167778015137,0.010872000000000001,54,714,0
deepseek-reasoner,owasp_top3,True,0.0,33.37935519218445,0.00170997,51,768,0
grok-3,owasp_top10_complete,True,1.0,24.27176570892334,0.010872000000000001,54,714,0
gpt-5-mini,owasp_top10_complete,True,0.7,9.801475048065186,0.001893,45,462,507
deepseek-chat,owasp_top10_complete,True,1.0,23.370213747024536,0.00015008,48,512,0
gemini-2.5-flash,gdpr_compliance,False,0.0,0.10591506958007812,,0,0,0
gpt-4o-mini,owasp_top10_complete,True,0.0,11.52444314956665,0.0002883,46,469,515
claude-opus-4,owasp_top3,True,1.0,42.01485896110535,0.009179999999999999,52,112,164
grok-code-fast-1,owasp_top10_complete,True,0.0,8.048120975494385,4.9600000000000006e-05,248,0,0
deepseek-chat,gdpr_compliance,True,0.6,5.179890871047974,3.486e-05,169,40,0
deepseek-chat,owasp_top10_complete,True,1.0,23.595697164535522,0.00015008,48,512,0
deepseek-reasoner,owasp_top10_complete,True,0.0,32.79011821746826,0.00170832,48,768,0
gemini-2.0-flash,gdpr_compliance,False,0.0,0.0898289680480957,,0,0,0
grok-3-mini,owasp_top10_complete,True,0.3,14.53942608833313,0.00010899999999999999,55,185,0
gpt-5,gdpr_compliance,True,0.4,14.410359144210815,0.008286,182,516,698
deepseek-chat,gdpr_compliance,True,0.6,5.366379022598267,3.486e-05,169,40,0
claude-opus-4,gdpr_compliance,True,1.0,16.982707977294922,0.071055,207,906,1113
gemini-2.0-flash-lite,gdpr_compliance,False,0.0,0.1016387939453125,,0,0,0
deepseek-reasoner,gdpr_compliance,True,0.8,15.358197927474976,0.0006711099999999999,169,264,0
gpt-5-mini,gdpr_compliance,True,1.0,8.45793890953064,0.001997,161,459,620
grok-3,gdpr_compliance,True,0.8,17.506134033203125,0.012003000000000002,161,768,0
grok-4,gdpr_compliance,True,0.4,19.124754190444946,0.008913,836,427,0
gemini-2.5-flash,owasp_a01_broken_access_control,False,0.0,0.08442211151123047,,0,0,0
gemini-2.5-flash-lite,gdpr_compliance,True,1.0,6.8475868701934814,0.0003463875,185,2263,2448
gpt-4o,gdpr_compliance,True,1.0,17.79030704498291,0.007925,162,752,914
claude-sonnet-4,gdpr_compliance,True,1.0,14.800940036773682,0.011556,207,729,936
grok-code-fast-1,gdpr_compliance,True,0.8,5.845618963241577,0.0006889999999999999,355,412,0
grok-3,gdpr_compliance,True,0.8,17.16545081138611,0.012003000000000002,161,768,0
gpt-5,owasp_a01_broken_access_control,True,0.25,9.096827030181885,0.007751999999999999,89,499,588
gemini-2.0-flash,owasp_a01_broken_access_control,False,0.0,0.08437180519104004,,0,0,0
gpt-4o-mini,gdpr_compliance,True,1.0,15.641279935836792,0.0005145,162,817,979
grok-3-mini,gdpr_compliance,True,0.4,11.034789085388184,0.0001106,162,124,0
deepseek-chat,owasp_a01_broken_access_control,True,0.25,5.629792928695679,2.2820000000000002e-05,95,34,0
deepseek-chat,owasp_a01_broken_access_control,True,0.25,5.979629755020142,3.262e-05,95,69,0
gpt-4o,owasp_a01_broken_access_control,True,0.75,9.69355320930481,0.006845000000000001,90,662,752
gemini-2.0-flash-lite,owasp_a01_broken_access_control,False,0.0,0.08289480209350586,,0,0,0
claude-opus-4,owasp_a01_broken_access_control,True,0.25,16.0309841632843,0.070005,112,911,1023
grok-3,owasp_a01_broken_access_control,True,0.75,15.01644515991211,0.011787,89,768,0
gpt-5-mini,owasp_a01_broken_access_control,True,0.5,9.12828016281128,0.001981,89,473,562
grok-4,owasp_a01_broken_access_control,True,0.75,18.524856090545654,0.009252,764,464,0
gemini-2.5-flash,owasp_a02_cryptographic_failures,False,0.0,0.10837101936340332,,0,0,0
gemini-2.5-flash-lite,owasp_a01_broken_access_control,True,0.75,5.681494951248169,0.000309525,94,2040,2134
grok-code-fast-1,owasp_a01_broken_access_control,True,0.5,5.045168876647949,0.0007090999999999999,283,435,0
grok-3,owasp_a01_broken_access_control,True,0.75,12.829477310180664,0.011787,89,768,0
claude-sonnet-4,owasp_a01_broken_access_control,True,0.3125,15.266095161437988,0.014061,112,915,1027
grok-3-mini,owasp_a01_broken_access_control,True,0.75,10.3607759475708,0.000163,90,272,0
gpt-5,owasp_a02_cryptographic_failures,True,0.8,8.611741065979004,0.007458,96,478,574
gemini-2.0-flash,owasp_a02_cryptographic_failures,False,0.0,0.08881783485412598,,0,0,0
deepseek-reasoner,owasp_a01_broken_access_control,True,0.75,22.98276996612549,0.00116696,95,509,0
deepseek-chat,owasp_a02_cryptographic_failures,True,0.2,5.310072898864746,2.3520000000000002e-05,104,32,0
deepseek-chat,owasp_a02_cryptographic_failures,True,0.2,4.5932371616363525,2.3520000000000002e-05,104,32,0
gpt-4o,owasp_a02_cryptographic_failures,True,0.65,9.258672952651978,0.006562499999999999,97,632,729
deepseek-reasoner,owasp_a02_cryptographic_failures,True,0.6,11.4547119140625,0.00049958,104,202,0
gemini-2.0-flash-lite,owasp_a02_cryptographic_failures,False,0.0,0.08483719825744629,,0,0,0
claude-opus-4,owasp_a02_cryptographic_failures,True,0.85,15.001042127609253,0.06659999999999999,120,864,984
gpt-5-mini,owasp_a02_cryptographic_failures,True,0.65,10.111173152923584,0.001968,96,468,564
grok-4,owasp_a02_cryptographic_failures,True,0.25,17.076591968536377,0.009498,771,479,0
gpt-4o-mini,owasp_a01_broken_access_control,True,0.5625,27.32634711265564,0.0004809,90,779,869
gemini-2.5-flash,owasp_a03_injection,False,0.0,0.08149075508117676,,0,0,0
gemini-2.5-flash-lite,owasp_a02_cryptographic_failures,True,0.65,6.405717849731445,0.0003567375,117,2349,2466
grok-code-fast-1,owasp_a02_cryptographic_failures,True,0.6,6.425318002700806,0.000676,290,412,0
claude-sonnet-4,owasp_a02_cryptographic_failures,True,0.85,16.98023819923401,0.015434999999999999,120,1005,1125
grok-3,owasp_a02_cryptographic_failures,True,0.65,23.866510152816772,0.011808,96,768,0
gpt-4o-mini,owasp_a02_cryptographic_failures,True,0.65,13.182096004486084,0.00043095,97,694,791
grok-3,owasp_a02_cryptographic_failures,True,0.65,19.480948209762573,0.011808,96,768,0
gemini-2.0-flash,owasp_a03_injection,False,0.0,0.08085131645202637,,0,0,0
gpt-5,owasp_a03_injection,True,0.6,9.193800926208496,0.007680000000000001,75,497,572
deepseek-chat,owasp_a03_injection,True,0.4,4.187589168548584,1.4980000000000002e-05,79,14,0
grok-3-mini,owasp_a02_cryptographic_failures,True,0.05,14.050676107406616,0.0001101,97,162,0
deepseek-chat,owasp_a03_injection,True,0.4,3.8892500400543213,1.4980000000000002e-05,79,14,0
gpt-4o,owasp_a03_injection,True,1.0,6.830518007278442,0.0053,76,511,587
gemini-2.0-flash-lite,owasp_a03_injection,False,0.0,0.08749103546142578,,0,0,0
grok-4,owasp_a03_injection,True,0.2,16.184756994247437,0.008565,750,421,0
claude-opus-4,owasp_a03_injection,True,1.0,17.221729040145874,0.07978500000000001,89,1046,1135
gemini-2.5-flash-lite,owasp_a03_injection,True,1.0,5.810107231140137,0.0003124875,81,2063,2145
gpt-5-mini,owasp_a03_injection,True,0.65,9.325182914733887,0.002111,75,509,584
gemini-2.5-flash,owasp_a04_insecure_design,False,0.0,0.08066201210021973,,0,0,0
grok-3,owasp_a03_injection,True,0.85,18.343677043914795,0.011745,75,768,0
grok-3,owasp_a03_injection,True,1.0,12.385232925415039,0.011745,75,768,0
grok-code-fast-1,owasp_a03_injection,True,0.2,6.093561172485352,0.0005068000000000001,269,302,0
gpt-5,owasp_a04_insecure_design,True,0.4,7.549417972564697,0.007764,118,494,612
grok-3-mini,owasp_a03_injection,True,0.0,11.575267791748047,2.6300000000000002e-05,76,7,0
deepseek-reasoner,owasp_a03_injection,True,0.4,23.67863702774048,0.0011450199999999998,79,503,0
gemini-2.0-flash,owasp_a04_insecure_design,False,0.0,0.0908048152923584,,0,0,0
gpt-4o-mini,owasp_a03_injection,True,1.0,17.677937984466553,0.0004278,76,694,770
claude-sonnet-4,owasp_a03_injection,True,1.0,20.366985082626343,0.018972,89,1247,1336
deepseek-chat,owasp_a04_insecure_design,True,0.45,5.783718109130859,2.8420000000000002e-05,123,40,0
deepseek-chat,owasp_a04_insecure_design,True,0.45,5.321278810501099,2.8980000000000004e-05,123,42,0
gpt-4o,owasp_a04_insecure_design,True,0.25,8.983593940734863,0.0071075,119,681,800
gemini-2.0-flash-lite,owasp_a04_insecure_design,False,0.0,0.0790243148803711,,0,0,0
grok-3,owasp_a04_insecure_design,True,0.45,15.127676248550415,0.011874000000000001,118,768,0
gpt-5-mini,owasp_a04_insecure_design,True,0.4,7.1702470779418945,0.002078,118,490,608
claude-opus-4,owasp_a04_insecure_design,True,0.25,18.826632976531982,0.08853,147,1151,1298
gemini-2.5-flash-lite,owasp_a04_insecure_design,True,0.45,5.148732900619507,0.00031548749999999994,133,2070,2204
gemini-2.5-flash,owasp_a05_security_misconfiguration,False,0.0,0.08291792869567871,,0,0,0
grok-code-fast-1,owasp_a04_insecure_design,True,0.65,5.155197858810425,0.0005964,312,356,0
grok-4,owasp_a04_insecure_design,True,0.4,20.682132244110107,0.009458999999999999,793,472,0
grok-3,owasp_a04_insecure_design,True,0.25,14.754240036010742,0.011874000000000001,118,768,0
claude-sonnet-4,owasp_a04_insecure_design,True,0.25,16.980259895324707,0.016311,147,1058,1205
gpt-4o-mini,owasp_a04_insecure_design,True,0.45,15.523683786392212,0.00052665,119,848,967
gpt-5,owasp_a05_security_misconfiguration,True,0.6,14.239282846450806,0.005745,125,358,483
gemini-2.0-flash,owasp_a05_security_misconfiguration,False,0.0,0.08481311798095703,,0,0,0
grok-3-mini,owasp_a04_insecure_design,True,0.0,16.304723978042603,3.57e-05,119,0,0
deepseek-chat,owasp_a05_security_misconfiguration,True,0.8,9.721137285232544,6.16e-05,112,164,0
grok-3,owasp_a05_security_misconfiguration,True,0.65,12.117915868759155,0.011832,104,768,0
claude-opus-4,owasp_a05_security_misconfiguration,True,0.65,15.450012922286987,0.06280500000000001,117,814,931
grok-4,owasp_a05_security_misconfiguration,True,1.0,16.600759029388428,0.008112,779,385,0
gemini-2.0-flash-lite,owasp_a05_security_misconfiguration,False,0.0,0.08540987968444824,,0,0,0
gpt-4o,owasp_a05_security_misconfiguration,True,0.65,12.771116018295288,0.0065025,105,624,729
deepseek-reasoner,owasp_a05_security_misconfiguration,True,0.8,15.938493967056274,0.00074707,112,313,0
deepseek-reasoner,owasp_a04_insecure_design,True,0.85,37.81097483634949,0.00174738,123,767,0
gemini-2.5-flash-lite,owasp_a05_security_misconfiguration,True,0.65,6.000934839248657,0.00031739999999999996,96,2092,2188
gemini-2.5-flash,owasp_a06_vulnerable_components,False,0.0,0.08822202682495117,,0,0,0
grok-code-fast-1,owasp_a05_security_misconfiguration,True,0.45,4.71238899230957,0.0006491,298,393,0
deepseek-chat,owasp_a05_security_misconfiguration,True,0.8,10.447834968566895,6.104000000000001e-05,112,162,0
claude-sonnet-4,owasp_a05_security_misconfiguration,True,0.8,17.351680040359497,0.014526,117,945,1062
gpt-4o-mini,owasp_a05_security_misconfiguration,True,0.45,14.195608139038086,0.00045254999999999997,105,728,833
grok-3,owasp_a05_security_misconfiguration,True,0.65,16.68454885482788,0.011832,104,768,0
grok-3-mini,owasp_a05_security_misconfiguration,True,0.4,13.029592037200928,0.00010999999999999999,105,157,0
gemini-2.0-flash,owasp_a06_vulnerable_components,False,0.0,0.0908956527709961,,0,0,0
claude-opus-4,owasp_a06_vulnerable_components,True,0.6,11.757313966751099,0.04899,106,632,738
gpt-5-mini,owasp_a05_security_misconfiguration,True,0.8,19.36762523651123,0.0019119999999999999,104,452,556
deepseek-chat,owasp_a06_vulnerable_components,True,0.2,9.560079097747803,5.5580000000000007e-05,101,148,0
gpt-4o,owasp_a06_vulnerable_components,True,0.2,6.525239706039429,0.0055225,97,528,625
deepseek-reasoner,owasp_a06_vulnerable_components,True,0.2,14.229043006896973,0.00063809,101,266,0
deepseek-chat,owasp_a06_vulnerable_components,True,0.2,6.248063087463379,3.6540000000000006e-05,101,80,0
claude-sonnet-4,owasp_a06_vulnerable_components,True,0.6,11.714370012283325,0.009708000000000001,106,626,732
gemini-2.5-flash-lite,owasp_a06_vulnerable_components,True,0.6,6.755382061004639,0.00031908749999999997,77,2108,2186
grok-4,owasp_a06_vulnerable_components,True,0.4,20.841069221496582,0.004113,771,120,0
gpt-5-mini,owasp_a06_vulnerable_components,True,0.2,11.393205165863037,0.002128,96,508,604
gemini-2.5-flash,owasp_a07_authentication_failures,False,0.0,0.11359405517578125,,0,0,0
grok-code-fast-1,owasp_a06_vulnerable_components,True,0.6,5.285428047180176,0.0006265,290,379,0
gpt-4o-mini,owasp_a06_vulnerable_components,True,0.4,12.36768102645874,0.0005197499999999999,97,842,939
gpt-5,owasp_a06_vulnerable_components,False,0.0,28.55625295639038,0.0,0,0,0
grok-3,owasp_a06_vulnerable_components,True,0.6,27.235503911972046,0.011808,96,768,0
grok-3,owasp_a06_vulnerable_components,True,0.6,21.489302158355713,0.011808,96,768,0
gemini-2.0-flash-lite,owasp_a06_vulnerable_components,True,0.6,14.13223910331726,0.00032073749999999993,77,2119,2197
gemini-2.0-flash,owasp_a07_authentication_failures,False,0.0,0.0846099853515625,,0,0,0
deepseek-chat,owasp_a07_authentication_failures,True,0.6,7.98517107963562,4.1160000000000006e-05,118,88,0
grok-3-mini,owasp_a06_vulnerable_components,True,0.0,16.689137935638428,2.91e-05,97,0,0
gpt-5,owasp_a07_authentication_failures,True,0.45,14.63081407546997,0.005583,136,345,481
deepseek-reasoner,owasp_a07_authentication_failures,True,0.4,12.941983938217163,0.00058393,118,237,0
claude-opus-4,owasp_a07_authentication_failures,True,0.65,16.66089701652527,0.084375,135,1098,1233
gemini-2.0-flash-lite,owasp_a07_authentication_failures,False,0.0,0.09115219116210938,,0,0,0
gpt-4o,owasp_a07_authentication_failures,True,0.45,10.568085670471191,0.0066300000000000005,116,634,750
deepseek-chat,owasp_a07_authentication_failures,True,0.6,7.2435431480407715,4.172e-05,118,90,0
grok-3,owasp_a07_authentication_failures,True,0.45,17.20375680923462,0.011865,115,768,0
gpt-5-mini,owasp_a07_authentication_failures,True,0.45,8.438453912734985,0.001943,115,457,572
gemini-2.5-flash-lite,owasp_a07_authentication_failures,True,0.45,5.319481134414673,0.00034274999999999996,128,2253,2382
gemini-2.5-flash,owasp_a08_software_data_integrity,False,0.0,0.10557699203491211,,0,0,0
grok-4,owasp_a07_authentication_failures,True,0.2,20.585230112075806,0.00852,790,410,0
grok-code-fast-1,owasp_a07_authentication_failures,True,0.05,5.167051076889038,0.0006768,309,410,0
grok-3,owasp_a07_authentication_failures,True,0.45,17.221179008483887,0.011865,115,768,0
gpt-4o-mini,owasp_a07_authentication_failures,True,0.45,16.853179216384888,0.0005225999999999999,116,842,958
grok-3-mini,owasp_a07_authentication_failures,True,0.2,13.992258787155151,0.0001173,116,165,0
gemini-2.0-flash,owasp_a08_software_data_integrity,False,0.0,0.105255126953125,,0,0,0
claude-sonnet-4,owasp_a07_authentication_failures,True,0.65,25.61166024208069,0.013905,135,900,1035
deepseek-chat,owasp_a08_software_data_integrity,True,0.4,12.187927007675171,6.888e-05,116,188,0
deepseek-reasoner,owasp_a08_software_data_integrity,True,0.2,13.698356866836548,0.0006222500000000001,116,255,0
grok-4,owasp_a08_software_data_integrity,True,0.2,14.74659776687622,0.008868000000000001,781,435,0
gpt-5,owasp_a08_software_data_integrity,True,0.4,17.82046890258789,0.010644,133,683,816
gemini-2.0-flash-lite,owasp_a08_software_data_integrity,False,0.0,0.08080673217773438,,0,0,0
claude-opus-4,owasp_a08_software_data_integrity,True,0.6,17.99319291114807,0.086355,122,1127,1249
grok-3,owasp_a08_software_data_integrity,True,0.6,17.84692692756653,0.011838000000000001,106,768,0
gpt-4o,owasp_a08_software_data_integrity,True,0.6,14.62452507019043,0.006862499999999999,113,658,771
gpt-5-mini,owasp_a08_software_data_integrity,True,0.2,7.002097129821777,0.002012,112,475,587
gemini-2.5-flash,owasp_a09_logging_monitoring_failures,False,0.0,0.0857858657836914,,0,0,0
gemini-2.5-flash-lite,owasp_a08_software_data_integrity,True,0.6,7.024086952209473,0.00035865,100,2366,2467
grok-code-fast-1,owasp_a08_software_data_integrity,True,0.2,5.566785097122192,0.0003165,300,171,0
deepseek-chat,owasp_a08_software_data_integrity,True,0.4,9.260235071182251,5.7680000000000003e-05,116,148,0
grok-3,owasp_a08_software_data_integrity,True,0.6,16.531886100769043,0.011838000000000001,106,768,0
claude-sonnet-4,owasp_a08_software_data_integrity,True,0.6,18.1419780254364,0.018141000000000004,122,1185,1307
grok-3-mini,owasp_a08_software_data_integrity,True,0.2,11.799173831939697,0.0001136,107,163,0
gemini-2.0-flash,owasp_a09_logging_monitoring_failures,False,0.0,0.09382510185241699,,0,0,0
deepseek-chat,owasp_a09_logging_monitoring_failures,True,0.25,7.387857913970947,3.2200000000000003e-05,98,66,0
gpt-5,owasp_a09_logging_monitoring_failures,True,0.5,15.625285863876343,0.006705,115,424,539
deepseek-reasoner,owasp_a09_logging_monitoring_failures,True,0.05,11.7929048538208,0.00042182,98,168,0
gpt-4o-mini,owasp_a08_software_data_integrity,True,0.4,20.02337384223938,0.00053955,113,871,984
deepseek-chat,owasp_a09_logging_monitoring_failures,True,0.25,6.074100017547607,2.8000000000000003e-05,98,51,0
gemini-2.0-flash-lite,owasp_a09_logging_monitoring_failures,False,0.0,0.08441495895385742,,0,0,0
gpt-4o,owasp_a09_logging_monitoring_failures,True,0.7,10.51662015914917,0.0066475,95,641,736
claude-opus-4,owasp_a09_logging_monitoring_failures,True,0.5,18.701171875,0.085995,113,1124,1237
grok-4,owasp_a09_logging_monitoring_failures,True,0.05,17.871825218200684,0.008367,769,404,0
gemini-2.5-flash-lite,owasp_a09_logging_monitoring_failures,True,0.7,5.209506034851074,0.00033303749999999996,113,2192,2305
gemini-2.5-flash,owasp_a10_ssrf,False,0.0,0.08680295944213867,,0,0,0
grok-3,owasp_a09_logging_monitoring_failures,True,0.65,18.07320499420166,0.011802,94,768,0
grok-3,owasp_a09_logging_monitoring_failures,True,0.65,14.957628965377808,0.011802,94,768,0
grok-code-fast-1,owasp_a09_logging_monitoring_failures,True,0.5,6.396320104598999,0.0006621,288,403,0
gpt-5-mini,owasp_a09_logging_monitoring_failures,True,0.25,11.150475025177002,0.002094,94,500,594
deepseek-chat,owasp_a10_ssrf,True,0.4,4.971456050872803,2.4220000000000002e-05,109,32,0
claude-sonnet-4,owasp_a09_logging_monitoring_failures,True,0.7,21.017247915267944,0.020949,113,1374,1487
gemini-2.0-flash,owasp_a10_ssrf,False,0.0,0.09377694129943848,,0,0,0
grok-3-mini,owasp_a09_logging_monitoring_failures,True,0.05,12.55867314338684,0.000102,95,147,0
gpt-4o-mini,owasp_a09_logging_monitoring_failures,True,0.5,17.936532020568848,0.00058425,95,950,1045
deepseek-chat,owasp_a10_ssrf,True,0.4,5.733217000961304,2.6180000000000003e-05,109,39,0
grok-3,owasp_a10_ssrf,True,0.8,16.135010957717896,0.011826000000000001,102,768,0
gpt-5,owasp_a10_ssrf,True,0.6,20.350098133087158,0.009278999999999999,123,594,717
gemini-2.0-flash-lite,owasp_a10_ssrf,False,0.0,0.08257722854614258,,0,0,0
gpt-4o,owasp_a10_ssrf,True,0.6,14.4100821018219,0.0062075,103,595,698
gpt-5-mini,owasp_a10_ssrf,True,0.8,8.559406995773315,0.002074,102,493,595
grok-4,owasp_a10_ssrf,True,0.8,21.570278882980347,0.007896,777,371,0
grok-3,owasp_a10_ssrf,True,0.8,13.175364255905151,0.011826000000000001,102,768,0
gemini-2.5-flash,owasp_top3_json,False,0.0,0.08397722244262695,,0,0,0
gemini-2.5-flash-lite,owasp_a10_ssrf,True,0.8,6.75214695930481,0.00033911250000000004,111,2233,2344
claude-opus-4,owasp_top3_json,True,1.0,2.1162638664245605,0.00966,54,118,172
claude-opus-4,owasp_a10_ssrf,True,0.8,24.74721622467041,0.11083499999999999,119,1454,1573
grok-code-fast-1,owasp_a10_ssrf,True,0.8,5.029369831085205,0.0007567,296,465,0
gpt-5,owasp_top3_json,True,1.0,4.8022620677948,0.005538,51,359,410
gpt-4o,owasp_top3_json,True,1.0,1.1360979080200195,0.00114,52,101,153
gemini-2.0-flash,owasp_top3_json,False,0.0,0.08220195770263672,,0,0,0
grok-3,owasp_top3_json,True,1.0,3.709768295288086,0.001845,60,111,0
gpt-4o-mini,owasp_a10_ssrf,True,0.2,12.316579103469849,0.00044625000000000003,103,718,821
grok-3,owasp_top3_json,True,1.0,1.807365894317627,0.001845,60,111,0
claude-sonnet-4,owasp_a10_ssrf,True,0.8,19.510395288467407,0.018417,119,1204,1323
claude-sonnet-4,owasp_top3_json,True,1.0,2.1604888439178467,0.001932,54,118,172
gemini-2.0-flash-lite,owasp_top3_json,False,0.0,0.09807682037353516,,0,0,0
gemini-2.5-flash-lite,owasp_top3_json,True,1.0,0.6483550071716309,1.17375e-05,49,66,116
gpt-4o-mini,owasp_top3_json,True,1.0,1.2168707847595215,6.84e-05,52,101,153
deepseek-chat,owasp_top3_json,True,1.0,5.795603036880493,2.8840000000000002e-05,54,76,0
deepseek-chat,owasp_top3_json,True,1.0,5.9919750690460205,2.8840000000000002e-05,54,76,0
gpt-5-mini,owasp_top3_json,True,1.0,5.869970083236694,0.001355,51,326,377
gemini-2.5-flash,owasp_complete_list,False,0.0,0.08579611778259277,,0,0,0
grok-code-fast-1,owasp_top3_json,True,0.5,6.329470157623291,8.83e-05,254,25,0
claude-opus-4,owasp_complete_list,True,1.0,5.444161653518677,0.039645,48,519,567
grok-4,owasp_top3_json,True,1.0,13.692944049835205,0.00339,735,79,0
deepseek-reasoner,owasp_a10_ssrf,True,0.4,33.20751094818115,0.00174187,109,768,0
grok-3,owasp_complete_list,True,1.0,5.903295993804932,0.0054989999999999995,53,356,0
grok-3-mini,owasp_top3_json,True,1.0,10.991572856903076,7.03e-05,61,104,0
gemini-2.0-flash,owasp_complete_list,False,0.0,0.09806489944458008,,0,0,0
gpt-4o,owasp_complete_list,True,1.0,3.642029047012329,0.0036925,45,358,403
grok-3-mini,owasp_a10_ssrf,True,0.0,22.1389639377594,0.0001314,103,201,0
claude-sonnet-4,owasp_complete_list,True,1.0,5.288442134857178,0.007929,48,519,567
gemini-2.5-flash-lite,owasp_complete_list,True,1.0,1.1797029972076416,4.7999999999999994e-05,52,307,359
gemini-2.0-flash-lite,owasp_complete_list,False,0.0,0.08570599555969238,,0,0,0
gpt-5,owasp_complete_list,True,0.4,14.359040021896362,0.011250000000000001,65,737,802
gpt-4o-mini,owasp_complete_list,True,1.0,6.6256492137908936,0.00020954999999999997,45,338,383
gpt-5-mini,owasp_complete_list,True,0.4,9.290717124938965,0.001916,44,468,512
grok-4,owasp_complete_list,True,1.0,17.292919874191284,0.0075390000000000006,728,357,0
gemini-2.5-flash,owasp_risk_assessment,False,0.0,0.07753324508666992,,0,0,0
deepseek-chat,owasp_complete_list,True,1.0,15.461053848266602,0.00010206000000000001,47,341,0
grok-code-fast-1,owasp_complete_list,True,1.0,9.044227123260498,0.0005579000000000001,247,339,0
deepseek-chat,owasp_complete_list,True,1.0,15.154462099075317,0.00010206000000000001,47,341,0
gpt-5,owasp_risk_assessment,True,0.2,7.686193943023682,0.006996,67,453,520
grok-3,owasp_complete_list,True,1.0,17.11275005340576,0.005439,53,352,0
deepseek-reasoner,owasp_top3_json,True,0.0,32.67053484916687,0.0017116199999999999,54,768,0
gemini-2.0-flash,owasp_risk_assessment,False,0.0,0.09059691429138184,,0,0,0
deepseek-chat,owasp_risk_assessment,True,0.4,5.3046369552612305,2.6180000000000003e-05,69,59,0
deepseek-reasoner,owasp_risk_assessment,True,0.4,12.493887901306152,0.0005745,69,245,0
